team-supercharge/ShimmerLayout,1120,22
sarxos/webcam-capture,1119,604
greenrobot/essentials,1119,101
JeroenMols/LandscapeVideoCamera,1119,152
vivian8725118/TimeLine,1119,0
jokermonn/permissions4m,1119,174
harjot-oberai/VectorMaster,1118,0
Piasy/RxAndroidAudio,1117,33
siriscac/RippleView,1117,0
DxTT/coolMenu,1117,0
apache/geode,1116,5681
jdeferred/jdeferred,1116,155
scottyab/secure-preferences,1116,0
microg/android_packages_apps_GmsCore,1114,225
6thsolution/EasyMVP,1114,171
uber/okbuck,1114,2119
eclipse/openj9,1114,2929
WuXiaolong/PullLoadMoreRecyclerView,1110,0
hoang8f/android-flat-button,1110,0
john990/WaveView,1108,0
shekhargulati/strman-java,1108,86
mybatis/spring,1106,433
f2prateek/dart,1105,534
commonsguy/cwac-camera,1105,0
razerdp/BasePopup,1104,0
googlemaps/android-samples,1103,0
bin456789/Unblock163MusicClient-Xposed,1102,94
TheAlgorithms/Java,1101,0
biezhi/wechat-bot-api,1101,0
Jasonette/JASONETTE-Android,1100,0
peter-lawrey/Java-Chronicle,1100,0
SplashCodes/JAViewer,1100,0
Ramotion/circle-menu-android,1100,0
todotxt/todo.txt-android,1098,0
JonathanLink/PDFLayoutTextStripper,1097,0
crossbario/autobahn-java,1097,365
glomadrian/RoadRunner,1096,26
delight-im/Android-AdvancedWebView,1096,0
nuptboyzhb/SuperSwipeRefreshLayout,1096,0
DingMouRen/PaletteImageView,1095,0
pedrovgs/Renderers,1094,296
thingsboard/thingsboard,1094,1075
wiztools/rest-client,1091,0
mattprecious/telescope,1089,235
pac4j/pac4j,1089,2189
Rogero0o/GifLoadingView,1087,0
rohitghatol/spring-boot-microservices,1087,0
jrvansuita/MaterialAbout,1087,0
bitcoin-wallet/bitcoin-wallet,1086,22
githubwing/DragPhotoView,1080,0
googlesamples/android-RuntimePermissions,1078,0
evollu/react-native-fcm,1078,0
VoltDB/voltdb,1075,0
pinterest/secor,1073,619
mrmans0n/smart-location-lib,1073,254
Grover-c13/PokeGOAPI-Java,1072,1474
DreaminginCodeZH/MaterialRatingBar,1072,0
andpor/react-native-sqlite-storage,1072,0
aistrate/AlgorithmsSedgewick,1071,0
TakWolf/CNode-Material-Design,1071,138
rapidoid/rapidoid,1070,184
jonfinerty/Once,1070,61
killme2008/Metamorphosis,1069,0
hongyangAndroid/Android-StickyNavLayout,1067,0
sdsmdg/RotatingText,1067,0
coobird/thumbnailator,1067,0
splitwise/TokenAutoComplete,1066,0
lopspower/CircularImageView,1066,0
puniverse/capsule,1065,514
iiordanov/remote-desktop-clients,1065,0
elemers/HermesEventBus,1065,0
chengdazhi/StyleImageView,1064,0
Raysmond/SpringBlog,1063,0
google/android-ui-toolkit-demos,1061,0
afollestad/easy-video-player,1060,121
todoroo/astrid,1059,0
chiuki/advanced-textview,1056,0
davidschreiber/FancyCoverFlow,1055,0
opentripplanner/OpenTripPlanner,1054,601
unclebob/fitnesse,1054,0
twitter/elephant-bird,1054,538
Automattic/simplenote-android,1052,156
guardianproject/ChatSecureAndroid,1050,0
udacity/ud851-Sunshine,1050,0
SpinyTech/ModularizationArchitecture,1047,0
antonkrasov/AndroidSocialNetworks,1047,0
spring-projects/spring-data-jpa,1047,1341
wangjiegulu/RapidFloatingActionButton,1046,0
functionaljava/functionaljava,1045,450
ankidroid/Anki-Android,1043,3921
sirthias/parboiled,1043,0
cachapa/ExpandableLayout,1039,0
